Event type,Event data,IP Address,Source Module,Scope Distance,Event Tags,Discovery Path
SCAN,"{'id': 'SCAN:a214d8fc0da88e5a0bc1f277e3c4a96fbf6431dd', 'name': 'bizmaxus_emails', 'target': {'seeds': ['bizmaxus.com'], 'whitelist': ['bizmaxus.com'], 'blacklist': [], 'strict_scope': False, 'hash': '8b3c5a978b6c181dc968192282b4d1f4cc5065cb', 'seed_hash': '43cc74dfeeefa74f186bad224a4f806434bd8849', 'whitelist_hash': '43cc74dfeeefa74f186bad224a4f806434bd8849', 'blacklist_hash': 'da39a3ee5e6b4b0d3255bfef95601890afd80709', 'scope_hash': '76e79a97aa6d35c38e2524271842ce8be19ef106'}, 'preset': {'description': 'bizmaxus_emails', 'config': {'modules': {'neo4j': {'uri': 'bolt://bbot-neo4j-db:7687'}}}, 'flags': ['email-enum'], 'output_modules': ['csv', 'neo4j'], 'scan_name': 'bizmaxus_emails'}, 'started_at': '2026-06-28T08:30:34.967692', 'status': 'RUNNING'}",,TARGET,0,,
DNS_NAME,bizmaxus.com,145.79.209.156,TARGET,0,"a-record,domain,in-scope,mx-record,ns-record,soa-record,target,txt-record",Scan bizmaxus_emails seeded with DNS_NAME: bizmaxus.com
ORG_STUB,bizmaxus,,speculate,0,,Scan bizmaxus_emails seeded with DNS_NAME: bizmaxus.com --> speculated ORG_STUB: bizmaxus
DNS_NAME,hyperion.dns-parking.com,172.64.53.223,NS,1,"a-record,affiliate,cloud,cloud-google,cloudflare-ip,distance-1,google-ip,subdomain,waf,waf-cloudflare",Scan bizmaxus_emails seeded with DNS_NAME: bizmaxus.com --> NS record for bizmaxus.com contains DNS_NAME: hyperion.dns-parking.com
DNS_NAME,secureserver.net,160.153.0.2,TXT,1,"a-record,affiliate,cloudflare-ip,distance-1,domain,waf,waf-cloudflare",Scan bizmaxus_emails seeded with DNS_NAME: bizmaxus.com --> TXT record for bizmaxus.com contains DNS_NAME: secureserver.net
DNS_NAME,bizmaxus-com.mail.protection.outlook.com,"52.101.149.1,52.101.149.0,52.101.151.0,52.101.149.2",MX,1,"a-record,affiliate,cdn,cdn-github,cloud,cloud-microsoft,cloud-microsoft365,distance-1,github-ip,microsoft-domain,microsoft-ip,microsoft365-domain,microsoft365-ip,subdomain",Scan bizmaxus_emails seeded with DNS_NAME: bizmaxus.com --> MX record for bizmaxus.com contains DNS_NAME: bizmaxus-com.mail.protection.outlook.com
DNS_NAME,atlas.dns-parking.com,172.64.52.87,SOA,1,"a-record,affiliate,cloud,cloud-google,cloudflare-ip,distance-1,google-ip,subdomain,waf,waf-cloudflare",Scan bizmaxus_emails seeded with DNS_NAME: bizmaxus.com --> SOA record for bizmaxus.com contains DNS_NAME: atlas.dns-parking.com
OPEN_TCP_PORT,bizmaxus.com:443,145.79.209.156,speculate,0,in-scope,Scan bizmaxus_emails seeded with DNS_NAME: bizmaxus.com --> speculated OPEN_TCP_PORT: bizmaxus.com:443
