32	wp
17	content
17	wc
17	wp-content
8	wi
8	includes
8	wp-includes
6	zenaris
6	aris
6	za
6	zen
5	industry
5	use
4	feature
4	wj
4	wp-json
4	json
4	us
3	admin
3	wa
3	wp-admin
3	bmu
3	bizmaxus
3	biz
3	max
1	feed
1	demo
1	sample
1	sample-page
1	page
1	sp
1	contact
1	cu
1	contact-us
1	about
1	comments
1	privacy
1	policy
1	privacy-policy
1	pp
1	form
